ref	Address	note
27207:21	Pluto sídl. 9.5., Kladno, Kladno
27207:22	sídl.9.5. bývalá samoobsluha  2365, Kročehlavy, Kladno
27207:23	Pražanka okrsek O, Kročehlavy, Kladno
27207:26	ul. gen. Klapálka Kladno II, Kladno, Kladno
27207:27	Poldi vrátnice Dubí, Kladno, Kladno
27207:3	ulice Škvárova Bresson, Kladno, Kladno
27207:4	Ostrovec - st. MHD, Kladno, Kladno
27207:5	Na  Terase Kladno 4, Rozdělov, Kladno
27207:8	DMH Kladno 4, Rozdělov, Kladno
27207:86	ČSAD-zast., Brandýsek, Brandýsek, Kladno
27207:87	Cvrčovice, Cvrčovice, Kladno
27207:89	Cvrčovice- u info tabule, Cvrčovice, Kladno
27207:90	Želenice-Jednota, Želenice, Kladno
27207:91	Třebusice-prodejna, Třebusice, Kladno
27207:92	zast.ČSAD, Hrdlív, Hrdlív, Kladno
27207:93	Třebichovice - prodejna, Třebichovice, Třebichovice, Kladno
27207:94	Třebichovice zast.ČSAD, Třebichovice, Kladno
27207:95	Vinařice - Barré, Vinařice, Kladno
27207:96	Vinařice - Tuháň, Vinařice, Kladno
27607:179	mezi Nosálov 62 a Nosálov 61, Nosálov, Mělník
27607:214	na návsi - autobusová zastávka, Vepřek, Nová Ves, Mělník
27607:215	u telefonní budky, u č.p. 5, Staré Ouholice, Nová Ves, Mělník
27607:228	u obchodu, Zlosyň, Mělník
27607:229	u obchodu, Hostín u Vojkovic, Mělník
27607:24	Lidové nám., u parku, Mikovice, Kralupy nad Vltavou, Mělník
27607:3	Italská ul. - obchod, Mělník, Mělník
27607:63	naproti č.p. 38 u č.p.  68, Brozánky, Hořín, Mělník
28000:101	obecní úřad, Cerhenice, nám. Míru, Cerhenice, Kolín
28000:23	Dělnická ul. - Barborka /, 
28900:15	Dubečno, Dubečno, Kněžice, Nymburk
28900:19	Dvořiště, Dvořiště, Chroustov, Nymburk
28900:21	Podmoky, jednota, Podmoky, Nymburk
29000:17	U TF.Budky - Předhrádí, ul. U Parku, Předhradí, Pňov-Předhradí, Kolín
29000:26	Na hrázi 132, Poděbrady, Poděbrady III, Poděbrady, Nymburk
29000:29	Dr. Beneše, park UŠO, Poděbrady, Poděbrady II, Poděbrady, Nymburk
30071:1	Plzeň, Korandova - IV brána Škoda, Jižní Předměstí, Plzeň-město
30071:174	Červený Újezd - mezi č.p.4 a 3, Červený Újezd, Zbůch, Plzeň-sever
30071:179	Bdeněves, autobusová zastávka, Bdeněves, Plzeň-sever
30071:194	Hracholusky - Radost samoobsl.U Kosatky,sez., Hracholusky, Úlice, Plzeň-sever
30071:233	Plzeň, Šlovice autobus.zastávka, Šlovice, Dobřany, Plzeň-jih
30071:239	Plzeň-Malesice,autobus. zastávka, Malesice, Plzeň-město
30071:248	Nová Hospoda, Nová Hospoda, Plzeň-město
30071:257	Planá - autob. zast. u čp.18, Planá, Hromnice, Plzeň-sever
30071:264	Zruč-Senec - jednota VS Sládek, Senec, Zruč-Senec, Plzeň-sever
30071:279	Líté  - prodejna, čp.69, Líté, Plzeň-sever
30071:300	Kaznějov,prodejna Koliba, Kaznějov, Plzeň-sever
30071:301	Kaznějov,Aktiva s.r.o. vrátnice, Kaznějov, Plzeň-sever
30071:307	Hůrky - prodejna, Hůrky, Zahrádka, Plzeň-sever
30071:308	Čbán - zastávka, Čbán, Úněšov, Plzeň-sever
30071:309	Číhaná - kino, Číhaná, Úněšov, Plzeň-sever
30071:310	Budeč - budova statku, Budeč, Úněšov, Plzeň-sever
30071:314	Polínka,u tel. budky, Polínka, Krsy, Plzeň-sever
30071:316	Dolní Jamné - náves, Dolní Jamné, Bezvěrov, Plzeň-sever
30071:317	Vlkošov - autobusová zastávka, Vlkošov, Bezvěrov, Plzeň-sever
30071:318	Olešovice - autobusová zast, Olešovice, Úterý, Plzeň-sever
30071:321	Krašov - autobusová zastávka, Krašov, Bezvěrov, Plzeň-sever
30071:322	Buč - autobusová zastávka, Buč, Bezvěrov, Plzeň-sever
30071:323	Chudeč č.p. 7, Chudeč, Bezvěrov, Plzeň-sever
30071:324	Služetín - autobusová zastávka, Služetín, Bezvěrov, Plzeň-sever
30071:327	Lipno - čekárna ČSAD, Lipno, Líšťany, Plzeň-sever
30071:328	Písek - vedle čekárny ČSAD, Písek, Líšťany, Plzeň-sever
30071:330	Klenovice - , 
30071:332	Zahradka - prodejna, Zahrádka, Plzeň-sever
30071:333	Mostice - hasičárna, Mostice, Zahrádka, Plzeň-sever
30071:336	Málkovice - autobusová zastávka, Málkovice, Pernarec, Plzeň-sever
30071:339	Křelovice - autobusová zastávka, Křelovice, Plzeň-sever
30071:340	Hvožďany - zastávka, Hvožďany, Úněšov, Plzeň-sever
30071:341	Skupeč - autobusová zastávka, Skupeč, Pernarec, Plzeň-sever
30071:342	Rozněvice u Juříků, Rozněvice, Křelovice, Plzeň-sever
30071:343	Pakoslav  u kapličky, Pakoslav, Křelovice, Plzeň-sever
30071:344	Krsov - autobus. zastávka, Krsov, Ostrov u Bezdružic, Plzeň-sever
30071:352	Ondřejov požární zbrojnice, Ondřejov, Pláně, Plzeň-sever
30071:355	Žebnice,OÚ, Žebnice, Plasy, Plzeň-sever
30071:356	Horní Hradiště, OÚ, Horní Hradiště, Plasy, Plzeň-sever
30071:357	Lomnička,, 
30071:358	Pláně,prodejna Pláně, Pláně, Plzeň-sever
30071:359	Vrážné,prodejna, Vrážné, Pláně, Plzeň-sever
30071:360	Korýtka,zastávka ČSAD, Korýtka, Pláně, Plzeň-sever
30071:361	Babiná,, 
30071:362	Nebřeziny,bývalá prodejna, Nebřeziny, Plasy, Plzeň-sever
30071:364	Hodovíz,zastávka  ČSAD, Hodoviz, Hvozd, Plzeň-sever
30071:365	Bažantnice,zastávka ČSAD, Dražeň, Plzeň-sever
30071:366	Manětín,náměstí U Nováků, Manětín, Plzeň-sever
30071:367	Vladměřice,kulturní dům, Vladměřice, Manětín, Plzeň-sever
30071:369	Brdo náves, Brdo, Manětín, Plzeň-sever
30071:373	Rabštejn nad Střelou,bývalá bud. pošty, Rabštejn nad Střelou, Manětín, Plzeň-sever
30071:377	Hrad Nečtiny,zastávka ČSAD, Hrad Nečtiny, Plzeň-sever
30071:378	Březín,kulturní dům, Březín, Nečtiny, Plzeň-sever
30071:379	Mezí,kulturní dům, Mezí, Manětín, Plzeň-sever
30071:380	Zhořec,hostinec, Zhořec, Manětín, Plzeň-sever
30071:381	Újezd,vedle plakátové plochy, Újezd, Manětín, Plzeň-sever
30071:387	Kralovice,firma Forty, Kralovice, Plzeň-sever
30071:388	Kralovice,č.p. 408 prodejna, Kralovice, Plzeň-sever
30071:390	Hadačka,prodejna, Hadačka, Výrov, Plzeň-sever
30071:392	Sedlec,pož. zbrojnice, Sedlec, Plzeň-sever
30071:393	Potvorov,u prodejny, Potvorov, Plzeň-sever
30071:395	Vysoká Libyně,u zastávky, Vysoká Libyně, Plzeň-sever
30071:396	Hrádecko,prodejna, Hradecko, Kralovice, Plzeň-sever
30071:397	Dřevec,zastávka, Dřevec, Kožlany, Plzeň-sever
30071:398	Hodyně,zastávka, Hodyně, Kožlany, Plzeň-sever
30071:399	Buček,požární zbrojnice, Buček, Kožlany, Plzeň-sever
30071:401	Kočín,požární zbrojnice, Kočín, Plzeň-sever
30071:405	Černíkovice,zastávka, Černíkovice, Plzeň-sever
30071:408	Holovousy,prodejna, Holovousy, Plzeň-sever
30071:409	Studená,váha ZD, Studená, Plzeň-sever
30071:411	Liblín,prodejna, Liblín, Rokycany
30071:413	Bujesily č.p.12, Bujesily, Rokycany
30071:414	Horní Liblín,čekárna ČSAD, Liblín, Rokycany
30071:418	Všehrdy,zastávky, Všehrdy, Plzeň-sever
30071:419	Borek,čekárna ČSAD, Borek, Kozojedy, Plzeň-sever
30071:420	Robčice,čekárna ČSAD, Robčice, Kozojedy, Plzeň-sever
30071:421	Břízko,náves vedle výv. tabule, Břízsko, Kozojedy, Plzeň-sever
30071:423	Bukovina,čekárna, Bukovina, Kralovice, Plzeň-sever
30071:426	Chrašťovice,u výv. tabule, Chrášťovice, Mladotice, Plzeň-sever
30071:427	Velká Černá Hať,u brány statku, Černá Hať, Mladotice, Plzeň-sever
30071:428	Strážiště,u hřbitovní zdi, Strážiště, Mladotice, Plzeň-sever
30071:440	Hluboká, Hluboká, Žihle, Plzeň-sever
30071:441	Přehořov,na prodejně, Přehořov, Žihle, Plzeň-sever
30071:442	Poustky,ŠVP - vchod, Nový Dvůr, Žihle, Plzeň-sever
30071:443	Kračín, Kračín, Tis u Blatna, Plzeň-sever
30071:444	Nové Dvory,na křižovatce, Nový Dvůr, Žihle, Plzeň-sever
30071:445	Odlezly, Odlezly, Žihle, Plzeň-sever
30071:471	Čelákovy u telefonní budky, Čelákovy, Zemětice, Plzeň-jih
30071:491	Toužim, obchodní dům Střela, Toužim, Karlovy Vary
30071:492	Toužim, potraviny u autobusového nádraží, Toužim, Karlovy Vary
30071:495	Třebouň, zastávka ČSAD, Třebouň, Toužim, Karlovy Vary
30071:496	Prachomety, zastávka ČSAD, Prachomety, Toužim, Karlovy Vary
30071:498	Brť, Brť, Otročín, Karlovy Vary
30071:499	Poseč, kaplička, Poseč, Otročín, Karlovy Vary
30071:500	Tisová, uprostřed vesnice, Tisová, Otročín, Karlovy Vary
30071:502	Sedlo, autobusová zastávka - dočasně sejmuta, Sedlo, Útvina, Karlovy Vary
30071:505	Nová Ves, Nová Ves, Sokolov
30071:506	Vodná, Vodná, Bečov nad Teplou, Karlovy Vary
30071:507	Teplička, u silnice naproti obchodu, Teplička, Karlovy Vary
30071:508	Krásný Jez, Krásný Jez, Bečov nad Teplou, Karlovy Vary
30071:509	Měchov, obchod, Měchov, Otročín, Karlovy Vary
30071:510	Bezděkov, autobusová zastávka, Bezděkov, Toužim, Karlovy Vary
30071:511	Útvina, náves, Útvina, Karlovy Vary
30071:520	Semtěš, požární zbrojnice, Semtěš, Pšov, Karlovy Vary
30071:521	Pšov č.10, obchod, Pšov, Karlovy Vary
30071:523	Močidlec, autobusová zastávka, Močidlec, Pšov, Karlovy Vary
30071:525	Prohoř, autobusová zastávka, Prohoř, Štědrá, Karlovy Vary
30071:528	Luka, autobusová zastávka, Luka, Verušičky, Karlovy Vary
30071:530	Vrbice, , Vrbice, Karlovy Vary
30071:533	Kostrčany, autobusová zastávka, Kostrčany, Valeč, Karlovy Vary
30071:534	Borek, autobusová zastávka, Borek, Pšov, Karlovy Vary
30071:535	Brložec, autobusová zastávka, Brložec, Štědrá, Karlovy Vary
30071:537	Ratiboř, náves, Ratiboř, Žlutice, Karlovy Vary
30071:75	Plzeň, Vojanova - konečná tramvaje č. 2, Skvrňany, Plzeň-město
30072:102	Svatá Barbora  Radnice u Rok., Svatá Barbora, Radnice, Rokycany
30072:103	Kamenec,autob. zast., Kamenec, Rokycany
30072:104	Kamenný Újezd autob. zast. Kocanda, Kocanda, Kamenný Újezd, Rokycany
30072:107	Hrádek u Rokycan,potraviny Valeská, Hrádek, Rokycany
30072:111	Vstiš,zastávka, Vstiš, Plzeň-jih
30072:113	Vodní Ujezd,náves, Vodní Újezd, Dobřany, Plzeň-jih
30072:114	Starý Plzenec,K lomu - potraviny, Starý Plzenec, Plzeň-město
30072:115	Sedlec,samoobsluha, Sedlec, Starý Plzenec, Plzeň-město
30072:116	Starý Plzenec,Malá strana - lid.dům, Starý Plzenec, Plzeň-město
30072:12	Nebílovy,prodejna, Nebílovy, Plzeň-jih
30072:14	Chlum,náves, Chlum, Plzeň-jih
30072:154	Hradčany, náves, Hradčany, Chlumčany, Plzeň-jih
30072:156	Černotín, náves, Černotín, Dnešice, Plzeň-jih
30072:159	Dlouhá Louka, náves, Dlouhá Louka, Lužany, Plzeň-jih
30072:16	Šťáhlavice,zámek Kozel-sez.výběr od 1.4. do 31.10., Šťáhlavice, Šťáhlavy, Plzeň-město
30072:160	Borovy, náves, Borovy, Plzeň-jih
30072:161	Nezdice, náves, Nezdice, Plzeň-jih
30072:162	Zelená Hora, náves, Zelená Hora, Lužany, Plzeň-jih
30072:164	Vlčí, náves, Vlčí, Plzeň-jih
30072:165	Zálesí, náves, Zálesí, Příchovice, Plzeň-jih
30072:166	Skočice, náves, Skočice, Přeštice, Plzeň-jih
30072:167	Radkovice, náves, Radkovice, Plzeň-jih
30072:169	Kucíny, náves, Kucíny, Příchovice, Plzeň-jih
30072:17	Šťáhlavice,náves, Šťáhlavice, Šťáhlavy, Plzeň-město
30072:170	Dolce, náves, Dolce, Plzeň-jih
30072:171	Újezd, náves, Újezd, Horšice, Plzeň-jih
30072:172	Týniště, náves, Týniště, Plzeň-jih
30072:174	Bolkov, náves, Bolkov, Plzeň-jih
30072:176	Vřeskovice, náves, Vřeskovice, Klatovy
30072:177	Horušany, náves, Horušany, Soběkury, Plzeň-jih
30072:178	Soběkury, náves, Soběkury, Plzeň-jih
30072:180	Plevňov, náves, Plevňov, Řenče, Plzeň-jih
30072:181	Libákovice, náves, Libákovice, Řenče, Plzeň-jih
30072:182	Osek, náves, Osek, Řenče, Plzeň-jih
30072:183	Háje, náves, Háje, Řenče, Plzeň-jih
30072:184	Vodokrty, náves, Vodokrty, Řenče, Plzeň-jih
30072:185	Knihy, náves, Knihy, Řenče, Plzeň-jih
30072:186	Krasavce, náves, Krasavce, Dolní Lukavice, Plzeň-jih
30072:187	Lišice, náves, Lišice, Dolní Lukavice, Plzeň-jih
30072:188	Snopoušovy, náves, Snopoušovy, Dolní Lukavice, Plzeň-jih
30072:189	Žerovice, náves, Žerovice, Přeštice, Plzeň-jih
30072:19	Želčany,náves, Želčany, Chválenice, Plzeň-město
30072:190	Horšice-Vitůň, u zastávky ČSAD, Horšice, Plzeň-jih
30072:20	Chouzovy,náves, Chouzovy, Chválenice, Plzeň-město
30072:21	Šťáhlavy - trafika, Šťáhlavy, Plzeň-město
30072:22	Čižice,prodejna, Čižice, Plzeň-jih
30072:228	Mohelnice, Mohelnice, Plzeň-jih
30072:23	Štěnovický Borek,prodejna, Štěnovický Borek, Plzeň-město
30072:231	Tojice, Tojice, Plzeň-jih
30072:238	Osobovy, Osobovy, Měčín, Klatovy
30072:239	Partoltice u čp.29, Partoltice, Neurazy, Plzeň-jih
30072:24	Nebílovský Borek,kaplička, Nebílovský Borek, Štěnovický Borek, Plzeň-město
30072:240	Radochovy, Radochovy, Neurazy, Plzeň-jih
30072:241	Jarov - cihelna, Jarov, Plzeň-jih
30072:242	Jarov - samoobsluha, Jarov, Plzeň-jih
30072:243	Zhůř - zast. ČSAD, Zhůř, Chocenice, Plzeň-jih
30072:244	Kramolín - prodejna, Kramolín, Plzeň-jih
30072:245	Budislavice u čp.28, Budislavice, Mladý Smolivec, Plzeň-jih
30072:246	Mladý Smolivec, Mladý Smolivec, Plzeň-jih
30072:247	Starý Smolivec, Starý Smolivec, Mladý Smolivec, Plzeň-jih
30072:248	Radošice - prodejna, Radošice, Mladý Smolivec, Plzeň-jih
30072:249	Měrčín, Měrčín, Čížkov, Plzeň-jih
30072:25	Předenice,prodejna, Předenice, Plzeň-jih
30072:250	Liškov, Liškov, Čížkov, Plzeň-jih
30072:251	Čečovice, Čečovice, Čížkov, Plzeň-jih
30072:252	Sedliště, Sedliště, Plzeň-jih
30072:253	Srby - prodejna, Srby, Plzeň-jih
30072:254	Oselce - zastávka ČSAD, Oselce, Plzeň-jih
30072:255	Měcholupy - zastávka, Měcholupy, Plzeň-jih
30072:257	Nepomuk-Dvorec ČD, Dvorec, Nepomuk, Plzeň-jih
30072:258	Nepomuk - Dvorec Huť, Dvorec, Nepomuk, Plzeň-jih
30072:26	Útušice,prodejna, Útušice, Plzeň-jih
30072:260	Kasejovice - Šumavan, Kasejovice, Plzeň-jih
30072:262	Hradiště - prodejna, Hradiště, Plzeň-jih
30072:263	Záhorčičky, náves, Zahorčičky, Hradiště, Plzeň-jih
30072:266	Řesanice, náves, Řesanice, Kasejovice, Plzeň-jih
30072:267	Životice, náves, Životice, Plzeň-jih
30072:268	Polánka, náves, Polánka, Plzeň-jih
30072:269	Přebudov, Přebudov, Kasejovice, Plzeň-jih
30072:27	Robčice,has. zbrojnice, Robčice, Útušice, Plzeň-jih
30072:270	Kladrubce, Kladrubce, Kasejovice, Plzeň-jih
30072:271	Újezd u čp.37, Újezd u Kasejovice, Plzeň-jih
30072:272	Chloumek, zast. ČSAD, Chloumek, Kasejovice, Plzeň-jih
30072:284	Blovice - sídliště, Blovice, Plzeň-jih
30072:286	Blovice - nová samoobsluha, Blovice, Plzeň-jih
30072:287	Hradiště, Hradiště, Blovice, Plzeň-jih
30072:288	Chocenice, autobus. zastávka, Chocenice, Plzeň-jih
30072:289	Myť, Myť, Ždírec, Plzeň-jih
30072:290	Chocenická Lhota, náves, Chocenická Lhota, Chocenice, Plzeň-jih
30072:291	Komorno, autobus. zastávka, Komorno, Blovice, Plzeň-jih
30072:293	Únětice, prodejna, Únětice, Plzeň-jih
30072:294	Chocenický Újezd, Chocenický Újezd, Letiny, Plzeň-jih
30072:295	Zdemyslice - knihovna, Zdemyslice, Plzeň-jih
30072:296	Štítov, Štítov, Blovice, Plzeň-jih
30072:297	Ždírec, náves, Ždírec, Plzeň-jih
30072:298	Žďár u čp. 13, Žďár, Ždírec, Plzeň-jih
30072:299	Smederov, náves, Smederov, Ždírec, Plzeň-jih
30072:30	Nezvěstice, železniční zastávka, Nezvěstice, Plzeň-město
30072:301	Hradišťský Újezd, Hradišťský Újezd, Blovice, Plzeň-jih
30072:302	Hradišťská Lhotka, Hradišťská Lhotka, Blovice, Plzeň-jih
30072:303	Vlčice, náves, Vlčice, Blovice, Plzeň-jih
30072:304	Vlčice, penzion, Vlčice, Blovice, Plzeň-jih
30072:305	Bzí - Hasičská zbrojnice, Bzí, Letiny, Plzeň-jih
30072:306	Drahkov, prodejna, Drahkov, Plzeň-jih
30072:307	Letiny - smíš.zboží, Letiny, Plzeň-jih
30072:308	Letiny, prodejna, Letiny, Plzeň-jih
30072:310	Skašov - prodejna, Skašov, Plzeň-jih
30072:311	Svárkov, náves, Svárkov, Letiny, Plzeň-jih
30072:312	Kbelnice, prodejna, Kbelnice, Letiny, Plzeň-jih
30072:313	Drahkov - Dubiny, Drahkov, Plzeň-jih
30072:314	Kotousov, Kotousov, Chocenice, Plzeň-jih
30072:315	Stará Huť, Stará Huť, Blovice, Plzeň-jih
30072:317	Vlkov - ČSAD, Vlkov, Spálené Poříčí, Plzeň-jih
30072:318	Lipnice - prodejna, Lipnice, Spálené Poříčí, Plzeň-jih
30072:319	Lipnice II - prodejna, Lipnice, Spálené Poříčí, Plzeň-jih
30072:32	Dobřany,hornické sídliště, Dobřany, Plzeň-jih
30072:320	Spálené Poříčí, prodejna Lajtner, Spálené Poříčí, Plzeň-jih
30072:321	Hořehledy, Hořehledy, Spálené Poříčí, Plzeň-jih
30072:324	Lučiště - ČSAD, Lučiště, Spálené Poříčí, Plzeň-jih
30072:325	Číčov, Číčov, Spálené Poříčí, Plzeň-jih
30072:326	Míšov, Míšov, Plzeň-jih
30072:327	Chynín - ČSAD, Chynín, Čížkov, Plzeň-jih
30072:328	Mítov, u mostu, Mítov, Nové Mitrovice, Plzeň-jih
30072:329	Planiny OÚ, Planiny, Nové Mitrovice, Plzeň-jih
30072:33	Dobřany,nádraží ČD, Dobřany, Plzeň-jih
30072:330	Borovno, Borovno, Plzeň-jih
30072:331	Přešín náves, Přešín, Čížkov, Plzeň-jih
30072:332	Zahrádka - prodejna, Zahrádka, Čížkov, Plzeň-jih
30072:333	Železný Újezd - prodejna, Železný Újezd, Čížkov, Plzeň-jih
30072:340	Zbiroh,Františkov, Zbiroh, Rokycany
30072:342	Líšná,prodejna, Líšná, Rokycany
30072:343	Zbiroh,Švábín u prodejny, Zbiroh, Rokycany
30072:344	Plískov, U Kapličky, Plískov, Rokycany
30072:345	Jablečno- u zvoničky, Jablečno, Zbiroh, Rokycany
30072:346	Přísednice,prodejna, Přísednice, Zbiroh, Rokycany
30072:347	Drahoňův Újezd,u zastávky, Drahoňův Újezd, Rokycany
30072:348	Zbiroh,náměstí, Zbiroh, Rokycany
30072:349	Cekov,hasičská zbrojnice, Cekov, Rokycany
30072:35	Dobřany,sídliště Pančava, Dobřany, Plzeň-jih
30072:350	Kařízek - horní,pohostinství, Kařízek, Rokycany
30072:351	Malý Újezd,u zastávky, Kařez, Rokycany
30072:353	Kařez - Pětidomí, Kařez, Rokycany
30072:354	Třebnuška -u výv.tabule, Třebnuška, Zbiroh, Rokycany
30072:355	Lhotka-u zvoničky, Lhotka, Ostrovec-Lhotka, Rokycany
30072:356	Ostrovec-prodejna, Ostrovec-Lhotka, Rokycany
30072:357	Terešovská Huť-zvonička, Terešov, Rokycany
30072:358	Prašný Újezd-, Prašný Újezd, Mlečice, Rokycany
30072:359	Skoupý-, Skoupý, Mlečice, Rokycany
30072:360	Hlohovičky -prodejna č.p.16, Hlohovičky, Hlohovice, Rokycany
30072:361	Bílá Skála-pož. zbrojnice, Bílá Skála, Terešov, Rokycany
30072:362	Sebečice-pož.zbrojnice, Sebečice, Rokycany
30072:363	Biskoupky-pož.zbrojnice, Biskoupky, Sebečice, Rokycany
30072:364	Svinná-prodejna, Svinná, Hlohovice, Rokycany
30072:366	Hřešihlavy-náves u zastávky ČSAD, Hřešihlavy, Kladruby, Rokycany
30072:367	Třímany-, Třímany, Kladruby, Rokycany
30072:370	Čilá-u budovy OÚ, Čilá, Rokycany
30072:379	Mirošov,Městský úřad, Mirošov, Rokycany
30072:380	Mirošov,EVEX, Mirošov, Rokycany
30072:382	Mirošov-zastávka, prodejna, Mirošov, Rokycany
30072:383	Janov - léčebna, Mirošov, Rokycany
30072:384	Příkosice,prodejna, Příkosice, Rokycany
30072:385	Štítov,prodejna, Štítov, Rokycany
30072:386	Vísky,autob. zastávka, Vísky, Rokycany
30072:387	Trokavec,prodejna, Trokavec, Rokycany
30072:388	Skořice,prodejna, Skořice, Rokycany
30072:389	Kornatice,prodejna, Kornatice, Rokycany
30072:392	Dobřív - prodejna, Dobřív, Rokycany
30072:42	Rokycany,Palackého 12/I, Střed, Rokycany
30072:44	Rokycany,J. Knihy pod Gyzmnáziem, Střed, Rokycany
30072:48	Rokycany,Kovohutě, Nové Město, Rokycany
30072:5	Tymákov - samoobsluha, Tymákov, Plzeň-město
30072:52	Sirá,prodejna, Sirá, Rokycany
30072:53	Kařízek,nádraží ČD,dolní část, Mýto, Rokycany
30072:54	Medový Újezd,dolní část náves, Medový Újezd, Rokycany
30072:56	Svojkovice-prodejna, Svojkovice, Rokycany
30072:59	Hůrky - obecní úřad, Hůrky, Rokycany
30072:6	Mokrouše, Mokrouše, Plzeň-město
30072:62	Pavlovsko,prodejna, Pavlovsko, Dobřív, Rokycany
30072:63	Kamenný Újezd drob. prodej, Kamenný Újezd, Rokycany
30072:64	Veselá,autob. zastávka Veselá, Veselá, Rokycany
30072:65	Nevid,autob. zastávka Nevid, Nevid, Rokycany
30072:69	Ejpovice,průmyslová zóna, Ejpovice, Rokycany
30072:7	Lhůta - prodejna, Lhůta, Plzeň-město
30072:70	Vitinka u čp.1, Vitinka, Osek, Rokycany
30072:71	Osek u RO.-Lidový dům, Osek, Rokycany
30072:77	Březina,autob. zastávka, Březina, Rokycany
30072:78	Střapole,autob. zastávka,proti č.p. 43, Střapole, Bušovice, Rokycany
